time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1687128597.925699,0.00048559749681211943,3.654627745836808e-05,0.28384521677727126,-7.875829485111544e-05,1.9326436071029335e-08,2.5790296935595553e-05,0.9999999965659956,5.209436991700501e-06,8.588521563031184e-07,2.2421135749852577e-06,1.5287400230021313e-05,5.5252327028400154e-05,7.952640446079654e-06
1687128598.025699,0.00048598768665706287,3.653926536493917e-05,0.28384521559188786,-7.876057264898112e-05,1.873093817509223e-08,2.5791464907129017e-05,0.9999999965657862,4.9625270414203796e-06,8.51465680030828e-07,2.368624941395822e-06,1.5092531827590392e-05,5.3449622298685445e-05,6.4370715177920144e-06
1687128598.125699,0.0004863773014109541,3.6533026870920396e-05,0.2838452141543022,-7.876245806670085e-05,1.7925977436705134e-08,2.579057587269045e-05,0.9999999965656605,4.7710097906853995e-06,8.761474328456531e-07,2.4457778811594333e-06,1.4965160939920775e-05,5.1722221477627386e-05,5.07487581818546e-06
1687128598.2266989,0.0004867689071180717,3.6527419048696463e-05,0.28384521273114166,-7.876404688308205e-05,1.6827916445282216e-08,2.5789315745687042e-05,0.999999996565568,4.6084671898963806e-06,9.05215390095218e-07,2.4896274148825533e-06,1.4866770743860923e-05,5.012443846337616e-05,3.6988579399053692e-06
1687128598.325699,0.0004871669245408872,3.652263910198695e-05,0.28384521053664213,-7.87649846526057e-05,1.5301716745118468e-08,2.5787599279931424e-05,0.9999999965655385,4.531232931355185e-06,9.157404380978456e-07,2.656637124881303e-06,1.4684331725741533e-05,4.866214127670169e-05,2.530926492480369e-06
1687128598.426699,0.00048757297857729534,3.651845796203785e-05,0.2838452086047523,-7.876578399399799e-05,1.3950863338636284e-08,2.5785987958340396e-05,0.999999996565517,4.445477850977456e-06,9.238802441444432e-07,2.724877462835687e-06,1.456897890991271e-05,4.721101252621953e-05,1.2712369415076724e-06
1687128598.525699,0.0004879849815531964,3.651470391784236e-05,0.2838452067198347,-7.876636013744009e-05,1.2678037012444039e-08,2.578431771061246e-05,0.9999999965655147,4.353700978251607e-06,9.384652321203486e-07,2.7844331537047186e-06,1.4442970405635977e-05,4.576051135258399e-05,1.688220928894033e-07
1687128598.625699,0.0004884128806084562,3.651069186633937e-05,0.2838451995235681,-7.876287056869186e-05,5.949330948468516e-09,2.577573067577451e-05,0.999999996566011,4.305436012536129e-06,1.2485563143271658e-06,2.7143981570332407e-06,1.3839193706606818e-05,4.245680376290047e-05,-2.551132002276203e-06
1687128598.7266989,0.0004888335228122241,3.6530188616850645e-05,0.2838452247506602,-7.87734716217533e-05,5.5415666842649544e-09,2.5781798250719847e-05,0.9999999965650196,4.260908884437955e-06,4.3500552407484816e-07,2.9597193732944795e-05,-8.853931534293415e-05,2.746205974460976e-07,3.2493381613972106e-07
1687128598.825699,0.0004892352680147035,3.653698110651873e-05,0.2838452117089162,-7.875165012390128e-05,5.536637978268529e-09,2.5780281847152104e-05,0.9999999965667774,3.8219294206448735e-06,-1.8351821577676782e-06,-1.3860315759894798e-05,4.425107987115442e-05,-1.6944658055134026e-07,-2.963769122634343e-07
1687128598.925699,0.0004896363457217593,3.654762314445446e-05,0.2838452022247065,-7.87277641685704e-05,5.57763162952521e-09,2.5779470054124627e-05,0.999999996568679,3.9324734250958465e-06,4.725384927777797e-06,-9.212566010181291e-06,4.606168797246229e-05,-6.825390250131156e-08,-4.080501323539771e-07
1687128599.025699,0.0004900374727783789,3.6554114386906566e-05,0.2838452299522937,-7.876972281226545e-05,5.827649612484617e-09,2.577954018997023e-05,0.9999999965653731,4.37639712962185e-06,-7.606230625964171e-07,3.1008741668842185e-05,-9.116165780259602e-05,3.825460224267834e-07,9.564343908234252e-07
1687128599.125699,0.0004904380434898304,3.6556519137774524e-05,0.28384521436209004,-7.874632670127639e-05,5.664640493363166e-09,2.5778806768939834e-05,0.9999999965672346,3.7758927710043544e-06,-1.6021035811469186e-06,-1.5148504777033694e-05,4.634455620462768e-05,-3.5247872295648126e-07,-4.7556567047923746e-07
1687128599.225699,0.0004908384390905763,3.65650872396941e-05,0.2838452034510738,-7.872226420019022e-05,5.6381321965647335e-09,2.5778019820876748e-05,0.9999999965691495,3.891576765616606e-06,5.177156708655123e-06,-1.0089638231553662e-05,4.768078675578063e-05,-1.448028201830888e-07,-5.902716078882849e-07
1687128599.326699,0.0004912385846402791,3.656860119505199e-05,0.283845232190284,-7.876609322292317e-05,6.025684250397799e-09,2.577771689349016e-05,0.9999999965657059,4.388908897816635e-06,-1.2739767953314203e-06,3.2107156054137734e-05,-9.359762164150969e-05,4.2849806486286354e-07,1.0089966556021365e-06
1687128599.425699,0.0004916386347124073,3.65689618794338e-05,0.2838452153332578,-7.874231669286564e-05,5.743545605901198e-09,2.57774873085125e-05,0.9999999965675843,3.754901757419827e-06,-1.485610522221206e-06,-1.5881134673856766e-05,4.7601934468424096e-05,-4.2792626308120096e-07,-5.264485063664715e-07
1687128599.525699,0.0004920389897710146,3.657607430567096e-05,0.2838452035710838,-7.871811386513001e-05,5.630883355539035e-09,2.5777122570099182e-05,0.9999999965694992,3.964066051521858e-06,4.478903738295111e-06,-5.834600735804787e-06,1.4986773876845407e-05,-1.4533831230718525e-06,-6.249462664103816e-07
1687128599.625699,0.0004924399259159449,3.6577575252601805e-05,0.28384523298732134,-7.876318202312984e-05,6.0562923711967666e-09,2.577772228098941e-05,0.9999999965659351,4.463737539433198e-06,-1.7993253463863437e-06,3.279982944673042e-05,-9.507212435488606e-05,7.315067671858887e-07,1.3646474015547396e-06
1687128599.725699,0.0004928367515666206,3.6555927443506045e-05,0.2838452183197618,-7.876067267819751e-05,-6.7101117997807734e-09,2.5784200737498424e-05,0.9999999965659658,2.2576814886990565e-06,1.9756871731536746e-07,2.38202199045201e-06,-1.5135779601947678e-05,-5.902292867849926e-05,-1.0696550717060558e-05
1687128599.825699,0.000493229164872212,3.6546871587822476e-05,0.28384521756929754,-7.876353869840884e-05,-6.053035617712101e-09,2.5789728990066114e-05,0.9999999965655975,2.4700592403446224e-06,2.8197716183411555e-07,2.4402738007783115e-06,-1.4976337964604868e-05,-5.7353166534876693e-05,-9.324206644607422e-06
1687128599.925699,0.0004936204127428234,3.653917576862831e-05,0.28384521669531304,-7.876607902370801e-05,-5.4692264743479474e-09,2.5790232244292518e-05,0.9999999965653843,2.7028298327924404e-06,2.5063373443908765e-07,2.6169809326540284e-06,-1.4982470081915144e-05,-5.5593191723821445e-05,-7.825630919875633e-06
1687128600.025699,0.0004940107592114345,3.6532328399735826e-05,0.2838452154349324,-7.87681973511797e-05,-4.948650420063384e-09,2.5792212718410953e-05,0.9999999965651665,2.915686569192847e-06,2.457992122445138e-07,2.7610933427559273e-06,-1.4953248162021552e-05,-5.376693539406299e-05,-6.2917228050718e-06
1687128600.125699,0.0004944009068814737,3.652619235139241e-05,0.28384521413939157,-7.87700194601884e-05,-4.628899519164867e-09,2.579165038030291e-05,0.9999999965650374,3.140425836853538e-06,2.063295079668836e-07,2.967913386641305e-06,-1.5023823736745825e-05,-5.19350225933734e-05,-4.768098308616642e-06
1687128600.225699,0.0004947937174736513,3.6520695321805805e-05,0.28384521265142487,-7.877145321029297e-05,-4.767294525006478e-09,2.5791143330159493e-05,0.9999999965649375,3.3655652389203283e-06,1.6818639001145793e-07,3.2062883670679193e-06,-1.5129202006620114e-05,-5.011388995200148e-05,-3.5401057055665444e-06
1687128600.325699,0.0004951938921103859,3.651603601724132e-05,0.28384521059282963,-7.877231874384787e-05,-5.112463898096928e-09,2.5790176594559253e-05,0.9999999965648942,3.6366052114308946e-06,1.261551974725104e-07,3.5387395382037446e-06,-1.5313203336528327e-05,-4.832667831920185e-05,-2.303863914548266e-06
1687128600.426699,0.0004956017318837454,3.651192750808343e-05,0.283845208806704,-7.877307555921833e-05,-5.4430909156226115e-09,2.5789189002292078e-05,0.9999999965648603,3.860831591967597e-06,1.0053394351308155e-07,3.7547385769614446e-06,-1.5401271917187318e-05,-4.663190378901146e-05,-1.1770677036715256e-06
1687128600.525699,0.0004960236032692582,3.650801503466644e-05,0.28384520620980147,-7.877303098003657e-05,-6.066066337059476e-09,2.5787458439375463e-05,0.9999999965649085,4.119096740277916e-06,2.850309520281656e-08,4.109338106192753e-06,-1.567212287266003e-05,-4.4380015035501075e-05,1.2738844331104865e-07
1687128600.626699,0.0004964712290474589,3.6506591310271187e-05,0.28384519848415224,-7.873712488391917e-05,2.0849671368691216e-08,2.5787364978438584e-05,0.9999999965677383,1.1423445321884078e-05,9.362181842584012e-07,1.3081663638267543e-05,-7.385107438178798e-06,8.220506214081057e-05,2.9342030392917707e-05
1687128600.725699,0.0004968819151759953,3.65035414573502e-05,0.28384520813293534,-7.877272433257004e-05,-3.4718850768446506e-09,2.5789447586226318e-05,0.9999999965648813,3.89168847230242e-06,1.425708921280898e-07,3.4344401661121767e-06,-1.609999388927472e-05,-4.492809370716037e-05,1.009298078615803e-08
1687128600.825699,0.0004972938915847793,3.6503705278318006e-05,0.2838452107023996,-7.877076964219937e-05,-5.6781356036431274e-09,2.578206187699724e-05,0.9999999965652255,3.955676602203758e-06,-8.921356798759554e-08,3.6772926209068663e-06,-1.8031166581487947e-05,-4.694686147235746e-05,-6.27042256989349e-07
1687128600.925699,0.0004976998213479878,3.6527630943931735e-05,0.2838452111192999,-7.875245286766606e-05,5.5400726413114176e-09,2.578086831814031e-05,0.999999996566699,3.827513763020872e-06,-1.90675797060524e-06,-1.360988556854914e-05,4.3871608488464714e-05,-1.581149598125263e-07,-2.8769927513945834e-07
1687128601.025699,0.0004981009415104023,3.65386282372611e-05,0.28384520195119567,-7.872868333179365e-05,5.630596494366282e-09,2.5780074378973467e-05,0.9999999965685912,3.930555723252019e-06,4.637853231029729e-06,-9.051879891611422e-06,4.577796670527926e-05,-9.287276990973293e-08,-4.0085996542683603e-07
1687128601.125699,0.000498493751469791,3.654226943880011e-05,0.2838452133308206,-7.874858447364464e-05,5.7211771747831945e-09,2.5779964072483474e-05,0.999999996567027,3.7839735875860986e-06,-1.6575177245178386e-06,-1.4625995531515112e-05,4.5437002276547514e-05,-3.5275179100874653e-07,-4.508692635564652e-07
1687128601.225699,0.0004988942599618789,3.6551688636409015e-05,0.2838452031195092,-7.872472270063385e-05,5.59060548260166e-09,2.5779264672804142e-05,0.9999999965689239,3.9099050582060585e-06,4.989360199538705e-06,-9.758278543384722e-06,4.703392286462928e-05,-1.557329054125656e-07,-5.317980530555171e-07
1687128601.325699,0.000499295208167194,3.655656685678601e-05,0.283845231271854,-7.876769081419018e-05,5.9615504358124625e-09,2.5779255530625185e-05,0.9999999965655405,4.39962025050456e-06,-1.0159887432286153e-06,3.163050869336372e-05,-9.255751722206524e-05,5.306663833304033e-07,1.0423008847573e-06
1687128601.426699,0.0004996950691160836,3.6557865876854675e-05,0.2838452150351604,-7.874410498779979e-05,5.841767147217467e-09,2.5778306197584777e-05,0.9999999965674226,3.762792799915214e-06,-1.555624604960156e-06,-1.557535061008096e-05,4.709479849103962e-05,-4.168274524987601e-07,-4.790549484345561e-07
1687128601.525699,0.0005000949990331201,3.656545234756479e-05,0.2838452036348625,-7.871994512453755e-05,5.649919004201498e-09,2.5777847505335338e-05,0.9999999965693365,3.954609712130665e-06,4.843400978425587e-06,-8.068451373449915e-06,3.124096267435709e-05,-1.970476685235512e-06,-7.655680865561579e-07
1687128601.625699,0.0005004960263555036,3.65677566127053e-05,0.28384523268075984,-7.876444452053353e-05,6.0237884536710344e-09,2.5778409032359205e-05,0.9999999965658181,4.446950466899505e-06,-1.576175942027335e-06,3.250257248075743e-05,-9.443811410802033e-05,6.561715487376807e-07,1.2606013468026646e-06
1687128601.725699,0.0005008964301633193,3.6567540119905104e-05,0.2838452154514419,-7.874062584546616e-05,5.788438663111334e-09,2.577811377563465e-05,0.9999999965677014,3.7361240470035772e-06,-1.4259222320385922e-06,-1.612729722662769e-05,4.801411156442587e-05,-5.32022814183785e-07,-6.206381647846403e-07
1687128601.825699,0.0005012962221391617,3.657443131036211e-05,0.28384520291898097,-7.871594132977344e-05,5.2054881874586484e-09,2.5777217298623984e-05,0.9999999965696678,3.964217739121619e-06,4.117919489354577e-06,-3.8917500032341484e-06,8.405843581907072e-07,-2.5062060322494373e-06,-9.418725904364974e-07
1687128601.926699,0.0005016887921665747,3.6544353769992583e-05,0.28384521785818345,-7.876235452950383e-05,-6.129316201456044e-09,2.5789786303720153e-05,0.9999999965656893,2.353405773111565e-06,3.06064079665029e-07,2.3585107686238114e-06,-1.4953272214106197e-05,-5.815625070593279e-05,-9.988479392706928e-06
1687128602.025699,0.0005020791354920996,3.653626938581951e-05,0.2838452171232223,-7.876508913901729e-05,-5.612955017965432e-09,2.5790674183442402e-05,0.999999996565451,2.607306677515441e-06,2.7234874326419415e-07,2.519950750400665e-06,-1.4947817815814375e-05,-5.6320633409181574e-05,-8.429830975021867e-06
1687128602.125699,0.0005024692095881125,3.65290910394053e-05,0.2838452160026561,-7.876736244385166e-05,-4.974250310919381e-09,2.579241299474372e-05,0.999999996565227,2.8115689010408207e-06,2.609992940772705e-07,2.675698380939992e-06,-1.4926503934882031e-05,-5.4587510343013215e-05,-6.973468929405188e-06
1687128602.225699,0.0005028583832104024,3.652267082094525e-05,0.28384521464829476,-7.876928264209661e-05,-4.614947718631369e-09,2.579300259608263e-05,0.9999999965650607,3.0465762423983835e-06,2.3279867970341755e-07,2.865861416498694e-06,-1.4968926850670043e-05,-5.271447296250251e-05,-5.361785362211385e-06
1687128602.325699,0.0005032491429224119,3.651689508760548e-05,0.28384521339084406,-7.877095674090549e-05,-4.54202525582266e-09,2.5792253766777065e-05,0.999999996564948,3.2560719034463007e-06,1.915257043756185e-07,3.0732328154752242e-06,-1.5044292284071446e-05,-5.089585266545039e-05,-4.044260690314066e-06
1687128602.425699,0.0005036455350564001,3.651189955763394e-05,0.2838452114020025,-7.877196640014926e-05,-4.938951771281724e-09,2.579141714327929e-05,0.99999999656489,3.529143434499605e-06,1.4559486979329363e-07,3.406402525913399e-06,-1.5237734038315435e-05,-4.904816813787294e-05,-2.8019350411693674e-06
1687128602.525699,0.0005040502709456748,3.6507585824440574e-05,0.2838452095192377,-7.87727605500657e-05,-5.258847662916302e-09,2.5790473461118014e-05,0.999999996564852,3.7769653338139368e-06,1.1260020700025072e-07,3.662155607816062e-06,-1.536111248197282e-05,-4.732898756265423e-05,-1.614338406935396e-06
1687128602.626699,0.0005044615329627058,3.6503740376981205e-05,0.28384520785556566,-7.877346611908361e-05,-5.524408719238768e-09,2.5789376152560048e-05,0.9999999965648245,3.964836566972989e-06,9.2415280338048e-08,3.863204726215125e-06,-1.543742986683629e-05,-4.575045441709701e-05,-5.917009077214931e-07
1687128602.725699,0.0005048835332579463,3.649961595905067e-05,0.28384520272701336,-7.877142470126009e-05,-8.488904947684883e-09,2.5783321864479927e-05,0.9999999965651414,4.480178149701464e-06,-1.506220301616615e-07,4.790566140670499e-06,-1.6437564470494373e-05,-4.1525993938904834e-05,1.431600156824712e-06
1687128602.825699,0.0005053132511144071,3.649719896064027e-05,0.2838452021917656,-7.877071798021428e-05,-5.144413421972307e-09,2.5788899900531017e-05,0.9999999965650535,4.288706398358551e-06,-6.849272288223715e-08,4.1848823099656375e-06,-1.5912712588361754e-05,-4.07613295922421e-05,1.9990888846472365e-06
1687128602.925699,0.0005057310110051786,3.649667810232598e-05,0.28384520816311004,-7.877262256878138e-05,-3.368267887671314e-09,2.5789298112869886e-05,0.9999999965648931,3.884472399118044e-06,1.9124758967955517e-07,3.4394023706110915e-06,-1.6207732880011045e-05,-4.504336043158136e-05,2.2810142741446653e-09
1687128603.025699,0.0005061384310323491,3.652214968251719e-05,0.2838452111930201,-7.875239355839167e-05,5.631624440970193e-09,2.5781469770407757e-05,0.9999999965666881,3.817293230705764e-06,-1.8986634701835056e-06,-1.363791168211742e-05,4.390777471592399e-05,-2.2819206949474032e-07,-3.306376760436679e-07
1687128603.125699,0.0005065393559784149,3.65331145175971e-05,0.2838452019720756,-7.872859548034125e-05,5.662173786923653e-09,2.578060264265435e-05,0.9999999965685845,3.925232441621647e-06,4.647774462803109e-06,-9.066258550970528e-06,4.5800464675164885e-05,-1.2399793958041415e-07,-4.272609904192933e-07
