time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1687389613.92124,0.0002936545161764079,6.364081223427679e-05,0.23384536336363024,-7.894166684864099e-05,1.272175562470911e-08,-9.449704896178166e-06,0.9999999968394581,4.5384650918008615e-06,-8.712543079095309e-06,-8.4803251887252e-06,-2.7656558174023787e-05,7.879727731376597e-07,2.696956102042335e-06
1687389613.92224,0.00029366072230987874,6.365296055645621e-05,0.2338453732769405,-7.892834644687993e-05,1.2339626855371032e-08,-9.45114187079917e-06,0.999999996840496,6.110559375611512e-06,9.771734217942492e-06,1.647583721025217e-05,3.09736576151596e-05,3.609273868101523e-07,-4.042520273966908e-06
1687389614.02224,0.00029419757909282475,6.365452823930776e-05,0.23384537327686772,-7.892834646412306e-05,1.2339801892704053e-08,-9.451192353634097e-06,0.9999999968404956,6.110868753625048e-06,9.771744354026413e-06,1.6475836355704084e-05,3.097367116049841e-05,3.608473935740429e-07,-4.042881172678862e-06
1687389614.12224,0.00029473445489619786,6.365609592173528e-05,0.2338453732767948,-7.892834648136813e-05,1.2339976872501189e-08,-9.451242845417537e-06,0.9999999968404951,6.111178159160727e-06,9.771754567773755e-06,1.64758353958276e-05,3.097368457905161e-05,3.607674223047909e-07,-4.043242146324281e-06
1687389614.22224,0.0002952713497209849,6.36576636040103e-05,0.23384537327672203,-7.892834649856934e-05,1.2340151821330543e-08,-9.451293346111989e-06,0.9999999968404947,6.1114875382943755e-06,9.771764741973416e-06,1.647583445983872e-05,3.097369806520618e-05,3.606872332284426e-07,-4.0436031750951115e-06
1687389614.3222399,0.00029580826356841194,6.365923128605285e-05,0.23384537327664917,-7.892834651579104e-05,1.2340326868237644e-08,-9.45134385687777e-06,0.999999996840494,6.11179696912791e-06,9.771774896924108e-06,1.6475833572760168e-05,3.097371160237547e-05,3.60607311997844e-07,-4.043964139855749e-06
1687389614.42224,0.0002963451964387807,6.366079896789083e-05,0.2338453732765762,-7.892834653310706e-05,1.2340501882025064e-08,-9.451394375723305e-06,0.9999999968404936,6.1121064037430825e-06,9.77178508613796e-06,1.6475832649248663e-05,3.0973725077957964e-05,3.605273309735256e-07,-4.044325107501035e-06
1687389614.52224,0.0002968821483330197,6.366236664930799e-05,0.23384537327650332,-7.892834655034768e-05,1.2340676875501007e-08,-9.451444903752002e-06,0.9999999968404931,6.112415839079609e-06,9.771795282772911e-06,1.6475831723628335e-05,3.097373856522606e-05,3.6044726432701634e-07,-4.044686142480705e-06
1687389614.62224,0.0002974191192516402,6.366393433067303e-05,0.23384537327643032,-7.892834656767571e-05,1.2340851990498785e-08,-9.451495441263519e-06,0.9999999968404927,6.112725268311584e-06,9.771805467723024e-06,1.647583078823449e-05,3.097375205980728e-05,3.6036712544875577e-07,-4.045047155423679e-06
1687389614.72224,0.0002979561091941056,6.366550201152539e-05,0.23384537327635746,-7.892834658495235e-05,1.23410270362834e-08,-9.451545986589056e-06,0.9999999968404922,6.11303471623082e-06,9.771815657478146e-06,1.6475829861052547e-05,3.097376556368916e-05,3.60287050474366e-07,-4.0454081956077136e-06
1687389614.8222399,0.00029849311816240466,6.366706969234914e-05,0.2338453732762845,-7.892834660225906e-05,1.234120215850824e-08,-9.451596542030302e-06,0.9999999968404918,6.113344236547766e-06,9.77182582669885e-06,1.6475828961282566e-05,3.097377907883769e-05,3.6020740966287585e-07,-4.045769069584643e-06
1687389614.92224,0.00029903014615754574,6.366863737297799e-05,0.2338453732762114,-7.892834661969065e-05,1.2341377183078402e-08,-9.451647106300407e-06,0.9999999968404913,6.113653698654507e-06,9.771836022277905e-06,1.6475828029214782e-05,3.097379253816796e-05,3.601271741811769e-07,-4.046130204503056e-06
1687389615.02224,0.00029956719317930517,6.367020505307282e-05,0.23384537327613844,-7.892834663697128e-05,1.2341552159848678e-08,-9.45169767955034e-06,0.9999999968404907,6.113963184145807e-06,9.771846232269649e-06,1.6475827071596713e-05,3.09738060150471e-05,3.6004706909853344e-07,-4.046491339247153e-06
1687389615.12224,0.00030010425922947316,6.367177273298374e-05,0.23384537327606553,-7.892834665427424e-05,1.234172720725968e-08,-9.451748262521463e-06,0.9999999968404902,6.114272701097746e-06,9.771856416657387e-06,1.6475826171527194e-05,3.097381953188439e-05,3.599670565428766e-07,-4.046852424715059e-06
1687389615.22224,0.0003006413443084333,6.367334041267424e-05,0.23384537327599245,-7.892834667166551e-05,1.234190237831754e-08,-9.451798854210008e-06,0.9999999968404898,6.1145822278402515e-06,9.771866605350098e-06,1.6475825226206885e-05,3.097383302847444e-05,3.598870929550643e-07,-4.047213460279924e-06
1687389615.3222399,0.00030117844841602397,6.367490809184123e-05,0.23384537327591953,-7.892834668890633e-05,1.2342077479620054e-08,-9.451849454304817e-06,0.9999999968404893,6.114891753676703e-06,9.771876784710968e-06,1.6475824337141327e-05,3.097384656258198e-05,3.5980704005924874e-07,-4.047574591864584e-06
1687389615.42224,0.0003017155715533472,6.367647577103316e-05,0.2338453732758463,-7.892834670640161e-05,1.2342252574228356e-08,-9.451900063191086e-06,0.9999999968404889,6.1152012899404304e-06,9.771886998457465e-06,1.6475823405533746e-05,3.0973860023364186e-05,3.597270367976984e-07,-4.047935654078377e-06
1687389615.52224,0.0003022527137210164,6.367804344983035e-05,0.23384537327577326,-7.892834672383779e-05,1.2342427630114372e-08,-9.451950681293225e-06,0.9999999968404885,6.115510850141678e-06,9.771897181486532e-06,1.6475822498420945e-05,3.097387358175664e-05,3.596469908766895e-07,-4.0482967951644245e-06
1687389615.62224,0.00030278987492011767,6.367961112826155e-05,0.2338453732757003,-7.892834674107005e-05,1.2342602740290087e-08,-9.452001309065756e-06,0.9999999968404878,6.115820418334272e-06,9.771907383847525e-06,1.647582158141811e-05,3.0973887072871243e-05,3.5956700344703177e-07,-4.04865793504503e-06
1687389615.72224,0.0003033270551520721,6.368117880665771e-05,0.23384537327562702,-7.892834675859487e-05,1.2342777799088542e-08,-9.452051946232936e-06,0.9999999968404873,6.116129998850144e-06,9.771917608172943e-06,1.6475820618846866e-05,3.09739005634647e-05,3.594868895684856e-07,-4.049019152881344e-06
1687389615.82324,0.0003038687864467004,6.367062934378934e-05,0.23384536336251405,-7.894166706266491e-05,1.2726893282694197e-08,-9.450663587303123e-06,0.9999999968394492,4.539777805154046e-06,-8.712703562943879e-06,-8.480053931113354e-06,-2.7656325636351564e-05,7.915724070003031e-07,2.7029663699739156e-06
1687389615.92224,0.00030440147271543807,6.368431416228518e-05,0.23384537327548094,-7.892834679324194e-05,1.2343127951856472e-08,-9.452153247059472e-06,0.9999999968404865,6.116749152663327e-06,9.771937978270758e-06,1.6475818783569283e-05,3.097392760623075e-05,3.5932655148341405e-07,-4.0497415929360405e-06
1687389616.02224,0.0003049387100474184,6.368588184001512e-05,0.23384537327540772,-7.892834681079563e-05,1.2343303247673495e-08,-9.452203910012456e-06,0.999999996840486,6.117058796410866e-06,9.771948190994302e-06,1.6475817873456034e-05,3.097394106872788e-05,3.592468379002726e-07,-4.050102595430458e-06
1687389616.12224,0.00030547596641397634,6.368744951693418e-05,0.23384537327533472,-7.89283468280805e-05,1.2343478238204455e-08,-9.452254583584013e-06,0.9999999968404856,6.117368399380531e-06,9.771958364154252e-06,1.6475816992860785e-05,3.097395466662117e-05,3.591665257556075e-07,-4.050463978986244e-06
1687389616.22324,0.0003060177741030282,6.36769000166758e-05,0.23384536336227874,-7.894166710808389e-05,1.2727974191834041e-08,-9.450865620886115e-06,0.9999999968394472,4.540053996768627e-06,-8.712737357242515e-06,-8.479996811541282e-06,-2.7656276616923307e-05,7.923297089598235e-07,2.704230944694281e-06
1687389616.3222399,0.00030655053625604727,6.369058487064132e-05,0.23384537327518815,-7.892834686305472e-05,1.2343828434078421e-08,-9.45235595733817e-06,0.9999999968404845,6.1179876903959554e-06,9.77197880244887e-06,1.647581511128221e-05,3.097398167061327e-05,3.590063826698752e-07,-4.0511864856022754e-06
1687389616.42224,0.0003070878497333947,6.36921525470622e-05,0.2338453732751149,-7.892834688044855e-05,1.2344003596536648e-08,-9.45240665797122e-06,0.999999996840484,6.1182973385270135e-06,9.771989027286948e-06,1.6475814185074057e-05,3.097399519055805e-05,3.5892629369989427e-07,-4.051547728400117e-06
1687389616.52224,0.00030762518224794396,6.369372022332784e-05,0.23384537327504168,-7.892834689792216e-05,1.2344178798020802e-08,-9.452457366697794e-06,0.9999999968404836,6.118607042562788e-06,9.771999210734324e-06,1.6475813309394198e-05,3.097400875119371e-05,3.5884647135495844e-07,-4.051908857054103e-06
1687389616.62224,0.0003081625338009841,6.369528789908598e-05,0.23384537327496852,-7.892834691533205e-05,1.234435403374001e-08,-9.452508084838312e-06,0.9999999968404831,6.118916697972503e-06,9.77200944789878e-06,1.6475812327545955e-05,3.0974022244329864e-05,3.587663253322514e-07,-4.052270177852957e-06
1687389616.72224,0.00030869990439255537,6.369685557475451e-05,0.2338453732748951,-7.892834693290264e-05,1.2344529204134477e-08,-9.452558811035595e-06,0.9999999968404825,6.1192263921176e-06,9.772019654796278e-06,1.647581142668192e-05,3.097403576520045e-05,3.5868623633112e-07,-4.052631440181638e-06
1687389616.8222399,0.00030923729402283475,6.369842325025567e-05,0.23384537327482188,-7.892834695040156e-05,1.2344704367425597e-08,-9.45260954598059e-06,0.999999996840482,6.119536089720668e-06,9.772029863424614e-06,1.647581052648746e-05,3.0974049330073445e-05,3.586061914989229e-07,-4.05299270358271e-06
1687389616.92224,0.0003097792354303035,6.368787368475397e-05,0.2338453633618661,-7.894166718789131e-05,1.2729866025613399e-08,-9.45121952706356e-06,0.9999999968394438,4.540537429413788e-06,-8.71279655714833e-06,-8.479896695384375e-06,-2.7656190760051172e-05,7.936552667880266e-07,2.706444320637215e-06
1687389617.02324,0.0003103166632075562,6.368944135030355e-05,0.23384536336180714,-7.894166719924819e-05,1.2730136396346574e-08,-9.451270121461089e-06,0.9999999968394434,4.540606505405842e-06,-8.712804995197543e-06,-8.479882421656163e-06,-2.765617848699438e-05,7.938446953951551e-07,2.706760563334205e-06
1687389617.12224,0.0003108495771621124,6.370312627479881e-05,0.23384537327460198,-7.892834700299878e-05,1.234522983973121e-08,-9.45276180917028e-06,0.9999999968404807,6.120465274282908e-06,9.772060473210594e-06,1.6475807798796747e-05,3.097408987972254e-05,3.583658998986579e-07,-4.054076740698378e-06
1687389617.22224,0.0003113870429600414,6.370469394881132e-05,0.23384537327452865,-7.892834702049989e-05,1.2345405047395468e-08,-9.452812581714774e-06,0.9999999968404802,6.120775015419552e-06,9.772070732311256e-06,1.6475806832577587e-05,3.0974103403623593e-05,3.5828574546760643e-07,-4.054438137480466e-06
1687389617.3222399,0.0003119245278009816,6.370626162258898e-05,0.23384537327445537,-7.892834703796216e-05,1.234558029303569e-08,-9.452863362914112e-06,0.9999999968404798,6.121084760820987e-06,9.772080934124903e-06,1.6475805936543963e-05,3.097411699165257e-05,3.5820558309873645e-07,-4.0547995159788115e-06
1687389617.42224,0.00031246203168530754,6.370782929639529e-05,0.23384537327438193,-7.892834705561194e-05,1.2345755546888554e-08,-9.452914152341109e-06,0.9999999968404791,6.12139455823118e-06,9.772091151881908e-06,1.647580502176475e-05,3.097413048326147e-05,3.581257387761508e-07,-4.055160772521822e-06
1687389617.52224,0.00031299955461446633,6.370939696995801e-05,0.23384537327430854,-7.892834707314173e-05,1.2345930562532399e-08,-9.452964951856131e-06,0.9999999968404787,6.121704325263936e-06,9.772101359620748e-06,1.6475804110794718e-05,3.097414403923881e-05,3.5804535486238435e-07,-4.055522345583261e-06
1687389617.62224,0.00031353709658940115,6.371096464309618e-05,0.23384537327423527,-7.892834709066062e-05,1.2346105856463465e-08,-9.453015760010588e-06,0.9999999968404782,6.122014118909599e-06,9.772111572492121e-06,1.6475803194816938e-05,3.0974157553495016e-05,3.5796539584492473e-07,-4.055883673948316e-06
